,label,judul,Unnamed: 0,stop
2185,1,kartu askes berlaku oktober,,kartu askes laku oktober
2186,1,pemerintah lepas tanggung perihal kenaikan pajak kendaraan bermotor,,perintah lepas tanggung perihal naik pajak kendara motor
2187,1,siaran pers isu gempa bumi pidie desember,,siar pers isu gempa bumi pidie desember
2188,1,pengendara ojol bersimbah darah akibat dipukuli sopir taksi,,kendara ojol simbah darah akibat pukul sopir taksi
2189,1,belanja plastik dikenakan denda rp ribu,,belanja plastik kena denda rp ribu
2190,1,moeldoko bantah mantan direktur keuangan jiwasraya hary prasetyo menantunya,,moeldoko bantah mantan direktur uang jiwasraya hary prasetyo menantu
2191,1,akibat pemadaman listrik pln ribu tka ilegal rrc masuk indonesia,,akibat madam listrik pln ribu tka ilegal rrc masuk indonesia
2192,1,perihal mobilitas personel bin upaya pendeskreditan netralitas tni polri bin,,perihal mobilitas personel bin upaya pendeskreditan netralitas tni polri bin
2193,1,slogan bersatu keselamatan no,,slogan satu selamat no
2194,1,capture berita berjudul ucapan yenny wahid anggap angin warga nu kaum nahdliyin dukung prabowo sandi,,capture berita judul ucap yenny wahid anggap angin warga nu kaum nahdliyin dukung prabowo sandi
2195,1,projo cebong lompat lompat,,projo cebong lompat lompat
2196,1,pernyataan publik kemeterian kelautan perikanan,,nyata publik kemeterian laut ikan
2197,1,kunci admin bank nik nama kandung,,kunci admin bank nik nama kandung
2198,1,membuang tisu bekas wadah makan minum singapur dikenakan denda,,buang tisu bekas wadah makan minum singapur kena denda
2199,1,uang terbitan memiliki logo alu parit,,uang terbit milik logo alu parit
2200,1,aceh boikot nasdem surya paloh,,aceh boikot nasdem surya paloh
2201,1,starbucks haram malaysia,,starbucks haram malaysia
2202,1,foto curhat sihh gak kedengaran ngmong,,foto curhat sihh gak dengar ngmong
2203,1,voucher pizza dominos pizza pandemi corona,,voucher pizza dominos pizza pandemi corona
2204,1,surat imbauan dinkes kota batam perusahaan menyediakan apd,,surat imbau dinkes kota batam usaha sedia apd
2205,1,jaman sibelegug keliatan banget,,jaman sibelegug liat banget
2206,1,ahok menjual buku bantu mako brimob,,ahok jual buku bantu mako brimob
2207,1,penerapan tilang ecctv depok,,terap tilang ecctv depok
2208,1,polisi buru pemilik akun pimpinan mca jasmev,,polisi buru milik akun pimpin mca jasmev
2209,1,pasca aktifitas ranjang wanita cepat hamil konsumsi kentang goreng mcdonalds,,pasca aktifitas ranjang wanita cepat hamil konsumsi kentang goreng mcdonalds
2210,1,ketemu trump tv hancur,,ketemu trump tv hancur
2211,1,telur menetas manusia,,telur tetas manusia
2212,1,acara lomba baca puisi wiji thukul universitas pekalongan,,acara lomba baca puisi wiji thukul universitas kalong
2213,1,thahir pembina brimob,,thahir bina brimob
2214,1,foto perempuan muslim uighur dizalimi doanya memicu azab virus corona,,foto perempuan muslim uighur zalim doa picu azab virus corona
2215,1,rumah sakit kanusojo balikpapan menerima pasien positif virus corona,,rumah sakit kanusojo balikpapan terima pasien positif virus corona
2216,1,video pembukaan gereja katolik arab dihadiri raja salman,,video buka gereja katolik arab hadir raja salman
2217,1,foto yg lingkaran warna biru habib husen bin syihab ayahanda habib riziq syihab,,foto lingkar warna biru habib husen bin syihab ayahanda habib riziq syihab
2218,1,bupati banyuangi azwar anas tawarkan lowongan kerja mahar rp juta,,bupati banyuangi azwar anas tawar lowong kerja mahar rp juta
2219,1,penjual bakso mantan intel menyamar,,jual bakso mantan intel samar
2220,1,foto cuitan saudari pedjoeangislam,,foto cuit saudari pedjoeangislam
2221,1,petugas operator tipu pengguna jalan tol,,tugas operator tipu guna jalan tol
2222,1,bayi selamat korban lion air jt,,bayi selamat korban lion air jt
2223,1,penggunaan foto meme karya ahok karya anies,,guna foto meme karya ahok karya anies
2224,1,mobil mba neno dibakar,,mobil mba neno bakar
2225,1,rezim jokowi radikal umat islam,,rezim jokowi radikal umat islam
2226,1,alasan presiden jokowi reklamasi diusut uangnya dana mantu anaknya,,alas presiden jokowi reklamasi usut uang dana mantu anak
2227,1,tawuran fbr vs ambon cililitan,,tawur fbr vs ambon cililitan
2228,1,foto jokowi megawati potong tumpeng meja berlambang pki,,foto jokowi megawati potong tumpeng meja lambang pki
2229,1,partai politik informatif versi komisi informasi publik dimuat kompascom,,partai politik informatif versi komisi informasi publik muat kompascom
2230,1,gibran tantang rocky gerung debat terbuka tvone,,gibran tantang rocky gerung debat buka tvone
2231,1,foto makam nabi muhammad saw masjid nabawi,,foto makam nabi muhammad saw masjid nabawi
2232,1,video demo amerika pandemik,,video demo amerika pandemik
2233,1,pemblokiran akses jalan kerinci bangko,,blokir akses jalan kerinci bangko
2234,1,berkeliaran psbb kota bandung dipukul rotan aparat,,liar psbb kota bandung pukul rotan aparat
2235,1,pasien berstatus positif wilayah tiban melarikan,,pasien status positif wilayah tiban lari
2236,1,senin maret kota makassar lockdown lokal mencegah penyebaran,,senin maret kota makassar lockdown lokal cegah sebar
2237,1,ribu tenaga kerja china morowali pengawasan,,ribu tenaga kerja china morowali awas
2238,1,penemuan sabu nanas indonesia,,temu sabu nanas indonesia
2239,1,tiongkok pulau bayar utang ri,,tiongkok pulau bayar utang ri
2240,1,ledakan bensin dering ponsel,,ledak bensin dering ponsel
2241,1,pendeta brazil wanita gemuk masuk sorga,,pendeta brazil wanita gemuk masuk sorga
2242,1,krakatau steel kuasai cina,,krakatau steel kuasa cina
2243,1,ulama banten dibacok simpatisan pki,,ulama banten bacok simpatisan pki
2244,1,heboh putihkansolo,,heboh putihkansolo
2245,1,aksi geruduk kedubes arab saudi bela kalimat tauhid habib rizieq,,aksi geruduk dubes arab saudi bela kalimat tauhid habib rizieq
2246,1,bangga membangun infrastruktur,,bangga bangun infrastruktur
2247,1,pesawat jatuh sidomukti probolinggo jawa timur,,pesawat jatuh sidomukti probolinggo jawa timur
2248,1,video meninggal banjir akibat sengatan listrik hp,,video tinggal banjir akibat sengat listrik hp
2249,1,gubernur papua lukas enembe hadir rapat ktt amerika serikat afrika,,gubernur papua lukas enembe hadir rapat ktt amerika serikat afrika
2250,1,ir soekarno jendral soedirman abdurrahman baswedan kakek anies baswedan,,ir soekarno jendral soedirman abdurrahman baswedan kakek anies baswedan
2251,1,pasar tanah abang tutup,,pasar tanah abang tutup
2252,1,luhut menteri indonesia dubes khusus china indonesia tulisan akbar tandjung,,luhut menteri indonesia dubes khusus china indonesia tulis akbar tandjung
2253,1,polda yogyakarta leasing pelelangan mobil kredit macet,,polda yogyakarta leasing lelang mobil kredit macet
2254,1,pemakaian perhiasan emas bayi berbahaya partikel emas menembus kulit,,pakai hias emas bayi bahaya partikel emas tembus kulit
2255,1,pesan berantai catut disdukcapil bandung,,pesan beranta catut disdukcapil bandung
2256,1,video wanita tersentuh kuasa roh kudus panik pesawat cayman airways,,video wanita sentuh kuasa roh kudus panik pesawat cayman airways
2257,1,meme bj habibie lawan berat prabowo jokowi tp kecurangan,,meme bj habibie lawan berat prabowo jokowi tp curang
2258,1,penganugerahan gelar reformasi amien rais ui,,anugerah gelar reformasi amien rais ui
2259,1,mobil jokowi masuk got,,mobil jokowi masuk got
2260,1,pembangunan gereja terbesar asia tenggara kabupaten tangerang,,bangun gereja besar asia tenggara kabupaten tangerang
2261,1,maaf foto ditutup dilarang aurat,,maaf foto tutup larang aurat
2262,1,baca caption cebong gagal fokus,,baca caption cebong gagal fokus
2263,1,gus mus tulisan membela puisi sukmawati soekarnoputri,,gus mus tulis bela puisi sukmawati soekarnoputri
2264,1,pantauan udara zikir ustad abdul somad,,pantau udara zikir ustad abdul somad
2265,1,bocah kena gangguan jiwa les,,bocah kena ganggu jiwa les
2266,1,gubernur sulsel mendukung gerakan matikan lilin,,gubernur sulsel dukung gera mati lilin
2267,1,tni mengancam polri,,tni ancam polri
2268,1,rush money perbankan,,rush money perban
2269,1,tiongkok produksi kornet berbahan tubuh manusia,,tiongkok produksi kornet bahan tubuh manusia
2270,1,lab rs angkatan laut daftar minuman berbahaya,,lab rs angkat laut daftar minum bahaya
2271,1,jokowi silver button mencapai covid,,jokowi silver button capai covid
2272,1,pesan berantai imbauan kepolisian hacker penyebar video pornografi,,pesan beranta imbau polisi hacker sebar video pornografi
2273,1,akun facebook eko frananda prajurit tni ad,,akun facebook eko frananda prajurit tni ad
2274,1,begal beraksi jalan nangka denpasar,,begal aksi jalan nangka denpasar
2275,1,pesan berantai org penjual daging yg positif pasar cileungsi lg test swab massal,,pesan beranta org jual daging positif pasar cileungsi lg test swab massal
2276,1,foto ahok berseragam pertamina,,foto ahok seragam pertamina
2277,1,menhan prabowo panglima menertibkan ormas berpakaian uniform tni,,menhan prabowo panglima tertib ormas pakai uniform tni
2278,1,rusia islam menggema tentara kalamullah lantunkan,,rusia islam gema tentara kalamullah lantun
2279,1,kapolri masyarakat tembak,,kapolri masyarakat tembak
2280,1,media sosial aplikasi pesan dipantau dimasa tenang pemilu,,media sosial aplikasi pesan pantau masa tenang milu
2281,1,bebas acungkan jari,,bebas acung jari
2282,1,syekh ali jaber merapat jokowi alumni panas dingin,,syekh ali jaber rapat jokowi alumni panas dingin
2283,1,mahasiswa bergerak berdemo jakarta,,mahasiswa gerak demo jakarta
2284,1,prabowo subianto sandiaga uno daftar nama susunan menteri kabinet,,prabowo subianto sandiaga uno daftar nama susun menteri kabinet
2285,1,berita media daring deutsche welle berjudul indonesia didera gelombang panas mematikan,,berita media daring deutsche welle judul indonesia dera gelombang panas mati
2286,1,pemerintah kota surabaya menggelar seleksi penerimaan cpns,,perintah kota surabaya gelar seleksi terima cpns
2287,1,ustaz cimahi menghilang pasca salat subuh,,ustaz cimahi hilang pasca salat subuh
2288,1,pasukan berani mati fpi palestina,,pasu berani mati fpi palestina
2289,1,surat pengangkatan cpns,,surat angkat cpns
2290,1,budi waseso nyalon pilgub sumut pdip,,budi waseso nyalon pilgub sumut pdip
2291,1,abimanyu foto mesra umi pipik sunu rekayasa,,abimanyu foto mesra umi pipik sunu rekayasa
2292,1,nampak perut ikan sejenis telur ikan dlm gambar,,nampak perut ikan jenis telur ikan gambar
2293,1,halte sukoharjo paluarit,,halte sukoharjo paluarit
2294,1,pemilik akun warung indomie abang adek lontarkan komentar rasis mensyukuri bom kampung melayu,,milik akun warung indomie abang adek lontar komentar ras syukur bom kampung melayu
2295,1,suku baduy menuntut ahok dipenjara,,suku baduy tuntut ahok penjara
2296,1,pria diwajibkan beristri diusir indonesia,,pria wajib istri usir indonesia
2297,1,sms kode voucher game online indomaret,,sms kode voucher game online indomaret
2298,1,warga puruk cahu murung raya desa mangkuhui positif kabur,,warga puruk cahu murung raya desa mangkuhui positif kabur
2299,1,merauke lintang kemukus,,merauke lintang kemukus
2300,1,senjata biologis video bukti tentara as sebar corona bus wuhan,,senjata biologis video bukti tentara as sebar corona bus wuhan
2301,1,serangga menyebabkan tubuh berlubang sakit disentuh,,serangga sebab tubuh lubang sakit sentuh
2302,1,tabir kebenaran terbuka pengakuan jk,,tabir benar buka aku jk
2303,1,jokowi tersinggung rakyat matikan tv pelantikan,,jokowi singgung rakyat mati tv lantik
2304,1,voucher makan gratis promo hut kfc,,voucher makan gratis promo hut kfc
2305,1,polisi foto mahasiswa papua surabaya tewas dipukuli hoaks,,polisi foto mahasiswa papua surabaya tewas pukul hoaks
2306,1,surat undangan bimbingan teknis pelaku usaha bpom,,surat undang bimbing teknis laku usaha bpom
2307,1,postingan akun facebook neno warisman prabowo rasul allah swt,,postingan akun facebook neno warisman prabowo rasul allah swt
2308,1,kertas suara pemilu dibakar sampah kecurangan didiamkan dilindungi aparat pejabat,,kertas suara milu bakar sampah curang diam lindung aparat jabat
2309,1,tka cina bandara kalsel memakai seragam tentara,,tka cina bandara kalsel pakai seragam tentara
2310,1,puji pidato prabowo erdogan soekarno muncul indonesia,,puji pidato prabowo erdogan soekarno muncul indonesia
2311,1,institut pencegahan kanker mengumumkan ranking sayuran anti kanker,,institut cegah kanker umum ranking sayur anti kanker
2312,1,bendera china dikibarkan indonesia tanda negara dijajah aseng,,bendera china kibar indonesia tanda negara jajah aseng
2313,1,foto formasi jasmerahmob umm,,foto formasi jasmerahmob umm
2314,1,ditjen imigrasi bantah indonesia keluarkan visa israel,,ditjen imigrasi bantah indonesia keluar visa israel
2315,1,pinjaman modal usaha kementrian koperasi ukm,,pinjam modal usaha tri koperasi ukm
2316,1,rizieq shihab mualafkan pendeta gilbert lumoindong,,rizieq shihab mualaf pendeta gilbert lumoindong
2317,1,hoax hadassah of indonesia,,hoax hadassah of indonesia
2318,1,seorng anak berusia skrng d polres purwakarta ngakunya jakarta,,seorng anak usia skrng d polres purwakarta ngakunya jakarta
2319,1,penjelasan camat tanjung priok iuran pengerukan got,,jelas camat tanjung priok iur eru got
2320,1,biksu myanmar terkena azab penyakit misteri,,biksu myanmar kena azab sakit misteri
2321,1,klaim azzam mujahid izzulhaq masingmasing negara memiliki pasal penistaan agamareligious blasphemy,,klaim azzam mujahid izzulhaq masingmasing negara milik pasal nista agamareligious blasphemy
2322,1,vidio baca alquran langgam jawa turki,,vidio baca alquran langgam jawa turki
2323,1,pelaku perampokan pembacokan supir truk ranca ekek bandung tembak mati tim buser,,laku ampo baco supir truk ranca ekek bandung tembak mati tim buser
2324,1,menolak lupa wajah sedih diubah gembira kebohongannya,,tolak lupa wajah sedih ubah gembira bohong
2325,1,akun whatsapp kepala dinkes kota bengkulu transfer uang,,akun whatsapp kepala dinkes kota bengkulu transfer uang
2326,1,stnk nya palsu plat no n b stnk vios warna silver,,stnk palsu plat no n b stnk vios warna silver
2327,1,video tka china masuk palembang apd lengkap biar nakes,,video tka china masuk palembang apd lengkap biar nakes
2328,1,pasien positif corona dirawat rumah sakit daerah pekanbaru,,pasien positif corona rawat rumah sakit daerah pekanbaru
2329,1,charge ponsel powerbank terbakar mall emporium,,charge ponsel powerbank bakar mall emporium
2330,1,orang yg mengibarkan bendera bintang kejora gunung papua ditangkap polisi hongkong,,orang kibar bendera bintang kejora gunung papua tangkap polisi hongkong
2331,1,gakan bebas keluyuran,,gakan bebas keluyur
2332,1,menag nya bilang mesti dirangkul,,menag bilang mesti rangkul
2333,1,uji coba tilang elektronik jakarta barat,,uji coba tilang elektronik jakarta barat
2334,1,imbas ketidaksetaraan kesejahteraan gaji pekerja lokal tka,,imbas ketidaksetaraan sejahtera gaji kerja lokal tka
2335,1,lingkaran merah tabung lpg berubah warna hitam penanda tabung meledak,,lingkar merah tabung lpg ubah warna hitam tanda tabung ledak
2336,1,rudy hartono meninggal dunia,,rudy hartono tinggal dunia
2337,1,as gelontorkan dana triliun pimpinan nu menangkal terorisme,,as gelontor dana triliun pimpin nu tangkal terorisme
2338,1,ketik aktif facebook kembalikan foto profil facebook hilang,,ketik aktif facebook kembali foto profil facebook hilang
2339,1,surat sahabat negri,,surat sahabat negri
2340,1,pengacara benarkan ahok gugat cerai veronica tan,,acara benar ahok gugat cerai veronica tan
2341,1,motor terbakar hp didalam jok,,motor bakar hp dalam jok
2342,1,sertifikasi khatib persyaratan nominal penghasilan,,sertifikasi khatib syarat nominal hasil
2343,1,foto makhluk menyerupai manusia tikus raksasa akibat durhaka orang tua,,foto makhluk rupa manusia tikus raksasa akibat durhaka orang tua
2344,1,dituduh pki bangkit pamekasan jokowi dicaci maki,,tuduh pki bangkit pamekasan jokowi caci maki
2345,1,kampus pemujaan setan bandung,,kampus puja setan bandung
2346,1,foto jaman jokowi monumen palu arit berdiri,,foto jaman jokowi monumen palu arit diri
2347,1,madu dicampur bawang putih obat kanker,,madu campur bawang putih obat kanker
2348,1,akun palsu bupati pasuruan penggalangan dana,,akun palsu bupati pasuruan galang dana
2349,1,mr kimjung on rip,,mr kimjung on rip
2350,1,ir soekarno perjuanganmu sulit melawan anak,,ir soekarno juang sulit lawan anak
2351,1,video bunuh podomoro city deli park medan,,video bunuh podomoro city deli park medan
2352,1,rumah neno warisman dikepung preman,,rumah neno warisman kepung preman
2353,1,mahasiswa desak parpol bersatu lengserkan jokowi,,mahasiswa desak parpol satu lengser jokowi
2354,1,gambar hasil suntingan berita sandiaga indonesia raih juara asian games,,gambar hasil sunting berita sandiaga indonesia raih juara asi games
2355,1,pesan berantai hubungi sekda cilacap,,pesan beranta hubung sekda cilacap
2356,1,orang meludahi alquran mengencingi alquran,,orang ludah alquran kencing alquran
2357,1,bmkg tanggapi ramalan gempa tsunami ntb,,bmkg tanggap ramal gempa tsunami ntb
2358,1,marsekal tni hadi tjahjanto alumni seba polri,,marsekal tni had tjahjanto alumni seba polri
2360,1,partikel panci alumunium terserap makanan,,partikel panci alumunium serap makan
2361,1,jual beli properti tercatat spt pemilik dilaporkan tax amnesty,,jual beli properti catat spt milik lapor tax amnesty
2362,1,video gedung moonton kebarakanmobile legend ditutup,,video gedung moonton kebarakanmobile legend tutup
2363,1,blackberry messanger bebas kuota,,blackberry messanger bebas kuota
2364,1,sultan erdogan memanggul keranda muhammad ali,,sultan erdogan panggul keranda muhammad ali
2365,1,tangkapan layar artikel demokrat habib rizieq arab dirikan khilafah beraninya indonesia dasar provokator,,tangkap layar artikel demokrat habib rizieq arab diri khilafah berani indonesia dasar provokator
2366,1,kuota gratis pemerintah pandemi,,kuota gratis perintah pandemi
2367,1,hancur kota ya sengsara warga ya,,hancur kota sengsara warga
2368,1,bangganya berani memakai seragam militernya,,bangga berani pakai seragam militer
2369,1,prabowo kacamata google glass contek debat pilpres,,prabowo kacamata google glass contek debat pilpres
2370,1,santriwati ponpes alfattah temboro dukung prabowo sandi,,santriwati ponpes alfattah temboro dukung prabowo sandi
2371,1,ratu elizabeth ii meninggal dunia,,ratu elizabeth ii tinggal dunia
2372,1,rencana evoting pileg pilpres,,rencana evoting pileg pilpres
2373,1,postingan pns kementerian agama menyebut korban bom surabaya istilah ekor,,postingan pns menteri agama sebut korban bom surabaya istilah ekor
2374,1,polling membangun kuil masjid tapak masjid babri diruntuhkan polling to build temple or mosque over demolished babri mosque,,polling bangun kuil masjid tapak masjid babri runtuh polling to build temple or mosque over demolished babri mosque
2375,1,teman ahok bunuh ahox kalah pilkada,,teman ahok bunuh ahox kalah pilkada
2376,1,jutaan burung kerumuni pantai dubai,,juta burung kerumun pantai dubai
2377,1,foto tik tok si empunya pki,,foto tik tok si empunya pki
2378,1,menikah istri ceraikan suami garagara dukung jokowi,,meni istri cerai suami garagara dukung jokowi
2379,1,foto nyonya klan cendana mengawal aksi demo nenolak ruu hip,,foto nyonya klan cendana awal aksi demo nenolak ruu hip
2380,1,video tanah abang penuh bray,,video tanah abang penuh bray
2381,1,muncul isu waduk jatigede jebol kapolsek bbws nyatakan,,muncul isu waduk jatigede jebol kapolsek bbws nyata
2382,1,jelmaan babi,,jelma babi
2383,1,penemuan jenazah mobil wilayah purwokerto,,temu jenazah mobil wilayah purwokerto
2384,1,dinas ppapp dki batalkan rapat undang muslimah hti,,dinas ppapp dki batal rapat undang muslimah hti
2385,1,ustaz abdul somad mengacungkan jari mendukung jokowi,,ustaz abdul somad acung jari dukung jokowi
2386,1,kedzoliman rezim terkuak,,kedzoliman rezim kuak
2387,1,bmkg prediksi tsunami terjang bengkulu,,bmkg prediksi tsunami terjang bengkulu
2388,1,penampakan pesawat jatuh gempar menggoncang beserta tsunami sore,,tampak pesawat jatuh gempar menggoncang serta tsunami sore
2389,1,es krim parasetamol ice cream with paracetamol,,es krim parasetamol ice cream with paracetamol
2390,1,jadwal perpindahan maskapai penerbangan terminal terminal internasional bandara soekarnohatta,,jadwal pindah maskapai terbang terminal terminal internasional bandara soekarnohatta
2391,1,fahri hamzah anak mh lukman ketua cc pki,,fahri hamzah anak mh lukman ketua cc pki
2392,1,isis sebar aids jogja,,isis sebar aids jogja
2393,1,menang gereja jakarta istiqlal,,menang gereja jakarta istiqlal
2394,1,sweeping etnis china singkawang kalimantan barat,,sweeping etnis china singkawang kalimantan barat
2395,1,banser nu mendukung aksi,,banser nu dukung aksi
2396,1,gula jawa mengandung formalin,,gula jawa kandung formalin
2397,1,tokoh isis syaikh al arifi masjid istiqlal,,tokoh isis syaikh al arif masjid istiqlal
2398,1,foto raja salman mengangkat tandu jenazah korban crane,,foto raja salman angkat tandu jenazah korban crane
2399,1,video detikdetik lahirnya anak kembar,,video detikdetik lahir anak kembar
2400,1,kasir chandra karang dinyatakan positive covid,,kasir chandra karang nyata positive covid
2401,1,foto mayat mamak palsu jokowi kagak diterima bumi,,foto mayat mamak palsu jokowi kagak terima bumi
2402,1,video donald trump wc lupa matikan mic,,video donald trump wc lupa mati mic
2403,1,disahkan uud lgbt,,sah uud lgbt
2404,1,dita indah sari anak dn aidit pki,,dita indah sari anak dn aidit pki
2405,1,atiqah hasiholan diancam diperkosa ratna sarumpaet ngaku dianiaya,,atiqah hasiholan ancam perkosa ratna sarumpaet ngaku aniaya
2406,1,ular bertanduk,,ular tanduk
2407,1,pesan berantai keripik jamur snack good mengandung narkoba golongan,,pesan beranta keripik jamur snack good kandung narkoba golong
2408,1,betapa malang bangsa dikelola bandit,,betapa malang bangsa kelola bandit
2409,1,love saudaraku salib,,love saudara salib
2410,1,ariekuntung anak bermigrasi gurun suriah jordan,,ariekuntung anak migrasi gurun suriah jordan
2411,1,polisi israel mencekik anak palestina mati sabtu demonstrasi kedutaan amerika pindah yerusalem,,polisi israel cekik anak palestina mati sabtu demonstrasi duta amerika pindah yerusalem
2412,1,sandiaga uno ijinkan fpi razia natal,,sandiaga uno ijinkan fpi razia natal
2413,1,nama gubernur bali dicatut seminar pesona wisata halal,,nama gubernur bal catut seminar pesona wisata halal
2414,1,iriana kalung raja salman diserahkan kpk,,iriana kalung raja salman serah kpk
2415,1,coca cola pepsi cola minuman arak,,coca cola psi cola minum arak
2416,1,meme bertuliskan eiit sunat gak nyalon gubernur diunggah akun facebook anies baswedan sandiaga uno,,meme tulis eiit sunat gak nyalon gubernur unggah akun facebook anies baswedan sandiaga uno
2417,1,foto personil act meninggal,,foto personil act tinggal
2418,1,foto tanah longsor tol ungaran semarang menutup badan jalan,,foto tanah longsor tol ungar semarang tutup badan jalan
2419,1,info nya orang kabur dr kontrakan nya link lebak indah desa lebak gede,,info orang kabur dr kontra link lebak indah desa lebak gede
2420,1,gratis layanan netflix kerja rumah,,gratis layan netflix kerja rumah
2421,1,voucher gratis gopay ribu line,,voucher gratis gopay ribu line
2422,1,mari lihat prabowo sandiaga uno,,lihat prabowo sandiaga uno
2423,1,pertalite,,pertalite
2424,1,mall ciputra semarang adakan nikah masal gratis,,mall ciputra semarang adakan nikah masal gratis
2425,1,donor sperma fakultas kedokteran universitas indonesia,,donor sperma fakultas dokter universitas indonesia
2426,1,polling perppu ormas gibran rakabuming,,polling perppu ormas gibran rakabuming
2427,1,aksi damai penolakan pembangunan gereja sekolah santa laurensia,,aksi damai tolak bangun gereja sekolah santa laurensia
2428,1,penjelasan menko polhukam isu politik terkini,,jelas menko polhukam isu politik kini
2429,1,jembatan kaca cina jatuh hancur membawa bencana,,jembatan kaca cina jatuh hancur bawa bencana
2430,1,gambar peta narasi jakarta zona merah hati ya rumah ngak,,gambar peta narasi jakarta zona merah hati rumah ngak
2431,1,pasien meninggal rumah sakit manaf kota jambi,,pasien tinggal rumah sakit manaf kota jambi
2432,1,penculikan bayi bangil penculik kabur pakai mobil elf warna hitam,,culi bayi bangil culik kabur pakai mobil elf warna hitam
2433,1,video hancuur hancur natalan pakai shalawat,,video hancuur hancur natal pakai shalawat
2434,1,habib ali al jufri hadiri reuni,,habib ali al jufri hadir reuni
2435,1,dandenpom tangerang mengamankan mobil plat dinas yg dipake anggota banser mengaku anggota tni apel pacar nya,,dandenpom tangerang aman mobil plat dinas dipake anggota banser aku anggota tni apel pacar
2436,1,akibat bermain hp pom bensin sambiroto terbakar menyebabkan anak meninggal,,akibat main hp pom bensin sambiroto bakar sebab anak tinggal
2437,1,hacker masuk facebook bbm,,hacker masuk facebook bbm
2438,1,muncul isu wali kota depok diperiksa terkait dugaan ijazah palsu kepolisian bantahan,,muncul isu wali kota depok periksa kait duga ijazah palsu polisi bantah
2439,1,kayu gelondongan impor china berisikan amunisi,,kayu gelondong impor china risi amunisi
2440,1,tv dirusak pemberitaan harga bbm turun rupiah,,tv rusak berita harga bbm turun rupiah
2441,1,said aqil siroj dikabarkan sakit,,said aqil siroj kabar sakit
2442,1,pesan berantai penculikan bocah terekam kamera pengawas,,pesan beranta culi bocah rekam kamera awas
2443,1,pemelintiran konteks video prabowo subianto produk asing,,melintir konteks video prabowo subianto produk asing
2444,1,pendidikan agama dihapus,,didik agama hapus
2445,1,hatihati mengonsumsi ayam,,hatihati konsumsi ayam
2446,1,pemanggilan interview pt hokinda citralestari,,panggil interview pt hokinda citralestari
2447,1,fadli zon sadar,,fadli zon sadar
2448,1,video jokowi bagibagi uang dipelintir informasinya,,video jokowi bagibagi uang pelintir informasi
2449,1,video serbuan tenaga kerja china mendarat bandara haluoleo kendari,,video serbu tenaga kerja china darat bandara haluoleo kendari
2450,1,pemkot depok terapkan kebijakan jalan berbayar ruas jalan margonda,,pemkot depok terap bijak jalan bayar ruas jalan margonda
2451,1,pernyataan kapolda riau negara tentara polisi,,nyata kapolda riau negara tentara polisi
2452,1,ktp pelaku bom kampung melayu,,ktp laku bom kampung melayu
2453,1,akun twitter antasari azhar,,akun twitter antasari azhar
2454,1,klaim si penjual roti bersedekah aksi damai,,klaim si jual roti sedekah aksi damai
2455,1,jendral gatot nurmantyo memiliki akun media sosial,,jendral gatot nurmantyo milik akun media sosial
2456,1,foto kemacetan brebes,,foto macet brebes
2457,1,jokowi dikabarkan pindah warga negara singapura lengser,,jokowi kabar pindah warga negara singapura lengser
2458,1,surat libur pembelajaran jarak idul fitri tanggal mei juni dki jakarta,,surat libur ajar jarak idul fitri tanggal mei juni dki jakarta
2459,1,stempel palu arit pt wanxiang,,stempel palu arit pt wanxiang
2460,1,rektor umi bantah peryantaan beredar medsos mimbar bebas jihad,,rektor umi bantah peryantaan edar medsos mimbar bebas jihad
2461,1,info penerimaan karyawan pt angkasa pura sms,,info terima karyawan pt angkasa pura sms
2462,1,pesan pangdam ix udayana cek gula darah jarum bervirus aids,,pesan pangdam ix udayana cek gula darah jarum virus aids
2463,1,pembuatan sim tes februari,,buat sim tes februari
2464,1,prabowo ngaji,,prabowo ngaji
2465,1,ketum partai demokrat sby mundur koalisi indonesia adil makmur,,tum partai demokrat sby mundur koalisi indonesia adil makmur
2466,1,kemarau melanda dunia turun dajjal,,kemarau landa dunia turun dajjal
2467,1,registrasi ulang nomor ponsel nama china,,registrasi ulang nomor ponsel nama china
2468,1,kayu manis vs kencing manis,,kayu manis vs kencing manis
2469,1,serunya layar pemotretan presiden jokowi klender,,seru layar potret presiden jokowi klender
2470,1,pt transjakarta buka info lowongan kerja,,pt transjakarta buka info lowong kerja
2471,1,hti menang ptun,,hti menang ptun
2472,1,sultan ibn khalid ibn sultan alsaud bertemu polisi new york,,sultan ibn khalid ibn sultan alsaud temu polisi new york
2473,1,rekruitmen pt angkasapura airport,,rekruitmen pt angkasapura airport
2474,1,suara adzan berkumandang masjid tutup inggris,,suara adzan kumandang masjid tutup inggris
2475,1,cuitan giliran tweet sadpost sepi,,cuit gilir tweet sadpost sepi
2476,1,rakyat italia buang duit jalan berguna akibat virus,,rakyat italia buang duit jalan guna akibat virus
2477,1,namanya aksi teroris biadab kejadian wamena,,nama aksi teroris biadab jadi wamena
2478,1,kisah nyata arif anak berusia narapidana cerdas membunuh preman kabur lapas kali,,kisah nyata arif anak usia narapidana cerdas bunuh preman kabur lapas kali
2479,1,tv mnc grup adzan maghrib diganti iklan,,tv mnc grup adzan maghrib ganti iklan
2480,1,pidato kebangsaan hasil survei prabowo sandi,,pidato bangsa hasil survei prabowo sandi
