,label,text,databersih
2531,1.0,"Meme foto Sandiaga Uno hasil suntingan “NABI EXPRESS
 MODAL 1 TRILIUN",meme sandiaga uno hasil sunting nabi express modal triliun
2532,1.0,Ini Wajah Hacker Perusak Server KPUD Jabar Temans nih wajah hacker yg merusak server KPUD,wajah hacker usak server kpud jabar temans wajah hacker rusak server kpud
2533,1.0,"Gak Ada Salahnya Belajar Toleransi Dari Negeri Jerman Carilah ilmu sampai ke negeri Cina dan gak ada salahnya belajar toleransi dari negeri Jerman. Dlm bangsa yg mayoritasnya Kristen itu, buka puasa dilakukan terbuka. Di Hannover, deretan meja makan sampai sepanjang 10 km lebih",salah ajar toleransi negeri jerman cari ilmu negeri cina salah ajar toleransi negeri jerman dlm bangsa mayoritas kristen buka puasa laku buka hannover deret meja makan
2534,1.0,Menkominfo Rudiantara dipaksa Intelijen China Untuk Bocorkan Minimal 70 Juta Data KK dan NIK yang Sesuai Menkominfo Rudiantara dipaksa intelijen China untuk bocorkan minimal 70 juta data KK dan NIK yang sesuai | Rudiantara dipaksa kejar target paling lambat akhir Mei tahun ini untuk produksi jutaan KTP di Beijing atas arahan Xi Jin Ping untuk pemenangan Jokowi | *infovalid,menkominfo rudiantara paksa intelijen china bocor minimal juta data nik sesuai menkominfo rudiantara paksa intelijen china bocor minimal juta data nik sesuai rudiantara paksa kejar target lambat mei produksi juta ktp beijing arah jin ping menang jokowi infovalid
2535,1.0,"KEPOLISIAN MESUJI TERTANGKAP BASAH TENGAH MELAKUKAN PUNGLI Kepada pak presiden Indonesia
 Pak Joko Widodo (jokowi)
 Kepolisian daerah mesuji semakin ganas dgn menangkap mobil2 dan meminta uang sbsar 200000 rupiah secara paksa baru di beri jalan lancar. Mohon diselesaikan pak atas pungli kepolisian mesuji lampung.
 Tolong bantu bagikan agar pak presiden indonesia kta tau bagaimana polisi di jalan selalu pungli",polisi mesuji tangkap basah laku pungli presiden indonesia joko widodo jokowi polisi daerah mesuji ganas tangkap mobil 2  uang sbsar  200  rupiah paksa lancar selesai pungli polisi mesuji lampung bantu presiden indonesia kta polisi pungli
2536,1.0,Seruan jihad mengatasnamakan Eep Saefulloh Fatah Sudahkah anda melaksanakan jihad dengan pola seperti di bawah ini?...,seru jihad mengatasnamakan eep saefulloh fatah laksana jihad pola
2537,1.0,Isu Peretasan Sub Domain Divisi Humas Polri RI Isu Peretasan Sub Domain Divisi Humas Polri RI,isu retas sub domain divisi humas polri isu retas sub domain divisi humas polri
2538,1.0,"PT DI Dijual Ke China Beredar kabar salah satu Badan Usaha Mandiri Nasional (BUMN), yakni PT Dirgantara Indonesia (PT DI), telah terjual ke pihak Pemerintah China.",jual china edar kabar salah badan usaha mandiri nasional bumn dirgantara indonesia jual perintah china
2539,1.0,RTH/RPTRA Kalijodo Milik PT Sinarmas Land Ternyata oh ternyata… sekarang Kali jodoh Punya SINARMAS LAND….. pantesan aja Si chokinhok Getol banget menggusur warga Kalijodo……!!!,rth rptra kalijodo milik sinarmas land nyata nyata jodoh sinarmas land pantesan chokinhok getol banget gusur warga kalijodo
2540,1.0,Indomaret memberikan 5000 voucher gratis senilai Rp 2.000.000 Indomaret memberikan 5000 voucher gratis senilai Rp 2.000.000 untuk merayakan ulang tahun ke-31. Saya baru saja menerima voucher saya. Disini:,indomaret  500  nila indomaret  500  nila raya ke- 31 
2541,1.0,"Tulisan Aa Gym PERJUANGAN KITA MENAHAN DIRI DIRUMAH AJA DI HIANATI LAGI PERJUANGAN KITA MENAHAN DIRI DIRUMAH AJA DI HIANATI LAGI (oleh: KH. Abdullah Gymnastiar) Pernyataan & kebijakan pemerintah hingga kini, masih sangat menyayat hati ummat Islam, Rasa-rasanya sudah sepuluh tahun, para Ulama & Islam di gini gituin oleh mereka…Namun sampai saat ini, ummat Islam masih juga meng-elus eluskan dada sebagaiman tuntunan Baginda Nabi Muhammad SAW ….Islam di hina, Nabi di hina, Al-Qur’an di -sobek2 oleh mereka, tetapi tidak juga di hukum dgn hukuman yg tepat, malah sering sekali membuat pernyataan palsu, bahwa si penghina tersebut sebagai orang yg tidak waras…Ummat Islam masih saja bisa bersabar, meski para Ulama-ulamanya banyak yg di penjarakan & di fitnah sana-sini… Tetapi ummat masih bisa bersabar karna tuntunan agamanya…",gym juang tahan rumah hianati juang tahan rumah hianati abdullah gymnastiar nyata bijak perintah sayat ummat islam puluh ulama islam gin gituin ummat islam meng-elus elus dada sebagaiman tuntun baginda nabi muhammad saw islam hina nabi hina al-qur sobek 2  hukum hukum nyata palsu hina ummat islam sabar ulama penjara fitnah sana-sini ummat sabar karna tuntun agama
2542,1.0,#BanjirJakarta4niesDimana BMW hanyut mengikuti sunatullah BanjirJakarta4niesDimana Mobil BMW hanyut mengikuti sunatullah. Seperti kata pak @aniesbaswedan,banjirjakarta 4 niesdimana bmw hanyut sunatullah banjirjakarta 4 niesdimana mobil bmw hanyut sunatullah aniesbaswedan
2543,1.0,"Imigran China di Jakarta Dipulangkan Anies Baswedan ke Negara Asalnya Imigran Asal China Yang Ada di Jakarta Dipulangkan Oleh Anies Baswedan ke Negara Asalnya
reaksirakyat1",imigran china jakarta pulang anies baswedan negara imigran china jakarta pulang anies baswedan negara reaksirakyat 1 
2544,1.0,"Sebab Mereka Muslim Ughur adalah Islam Jangan Sampai Negara Indonesia Ini dikuasai oleh China….
Lihat Apa yg Mereka Perbuat Terhadap Muslim Ughur Di China….
Dan Kenapa Sepi Pemberitaan….
Sebab Mereka Muslim Ughur adalah Islam…
Dan Sungguh Banyak Negara Pembenci Islam yg ingin Menjadikan Ajang Pertumpahan darah di Indonesia ini….",muslim ughur islam negara indonesia asai china lihat hadap muslim ughur china sepi berita muslim ughur islam negara benci islam ajang tumpah darah indonesia
2545,1.0,"Cawagub Jateng Taj Yasin Minta Sumbangan Pesta Rakyat Kemenangan Pasangan Ganjar-Yasin Kepada seluruh masyarakat Jawa Tengah, saya Taj yasin ‘gus yasin’ tidak pernah mengajak masyarakat untuk pesta rakyat dan menggalang dana.",cawagub jateng taj yasin sumbang pesta rakyat menang pasang ganjar-yasin masyarakat jawa taj yasin gus yasin ajak masyarakat pesta rakyat galang dana
2546,1.0,"CALON GUBERNUR SULSEL, NURDIN ABDULLAH DERITA KANKER DI LEHER Assalamu Alaikum. mohon Doa bagi Bpk Prof Nurdin Abdullah yang akan jalani Chemotherapi karna sakit kanker akut dileher, supaya diberikan kesehatan lahir dan bathin agar bisa tetap sehat dan bugar berkampanya ditengah-tengah kita dan terpilih sebagai Gubernur Sulsel. Amin",calon gubernur sulsel nurdin abdullah derita kanker leher assalamu alaikum doa bpk prof nurdin abdullah chemotherapi karna sakit kanker akut leher sehat lahir bathin sehat bugar kampa pilih gubernur sulsel amin
2547,1.0,"FINALIS INDONESIA IDOL NOWELA AUPARAY SIAP MAJU DRP RI DAPIL PAPUA BARAT Nowela Elizabeth Mikhelia Auparay, artis ibu kota berdarah Batak-Ppau yang menjadi kebanggan masyarakat Papua, kini akan mencalonkan diri sebagai bakal calon legislatif di DPR RI daerah pemilihan (Dapil) Provinsi Papua Barat pada pemilihan legislatif 2019 mendatang. [...]",final indonesia idol nowela auparay maju drp dapil papua barat nowela elizabeth mikhelia auparay artis kota darah batak-ppau banggan masyarakat papua calon calon legislatif dpr daerah pilih dapil provinsi papua barat pilih legislatif  2019 
2548,1.0,"Ingin Bangun Mall, Agung Podomoro Dituduh Sebagai Dalang Pembakaran Pasar Aur Kuning, Bukit Tinggi. “*COPAS DARI WA SEBELAH. BUKITTINGGI TERANCAM!!!*
*—————————-*
. Assalamualaikum wrwb. ..
belum selesai satu masalah disusul masalah lain ... ",bangun mall agung podomoro tuduh dalang bakar pasar aur kuning bukit copas belah bukittinggi ancam assalamualaikum wrwb selesai susul
2549,1.0,"Mantan Tukang Pos Miliki 1300 Anak Haram Mungkin terdengar tak masuk akal. Namun, kisah ini benar-benar terjadi. Bahkan, kisahnya pun telah diadaptasi menjadi film dengan judul “Delivery Man.”",mantan tukang pos milik  1300  anak haram dengar masuk akal kisah kisah adaptasi film judul delivery man
2550,1.0,GAJAH MADA BERAGAMA ISLAM GAJAH MADA BERAGAMA ISLAM,gajah mada agama islam gajah mada agama islam
2551,1.0,"Uang Pecahan Rp 200 Ribu Resmi Diluncurkan Uang terbaru Indonesia 200ribu dan 75ribu, tepat di hari ini resmi di luncurkan.
 Siapa yang udah punya uang pecahan terbaru ini Apiek dan unik gambarnya😍",uang pecah  200  resmi luncur uang indonesia  200 ribu  75 ribu resmi luncur udah uang pecah apiek unik gambar
2552,1.0,"Warga Amerika Minta Jokowi Jadi Pemimpin Mereka Orang ‘AMERIKA’ Saja Minta Saya Menjadi Pemimpin Mereka, kok Orang ‘Indonesia’ Menolak Saya",warga amerika jokowi pimpin amerika pimpin indonesia tolak
2553,1.0,Foto WARUNG MAKAN BABI GULING Waini… obat waras….. Dan mestinya sudah sesuai hukum agama…,warung makan guling waini obat mesti sesuai hukum agama
2554,1.0,Telkomsel Sebut Denny Siregar Monyet Selamat Pagiiiiiii.. :ramen:,telkomsel denny siregar monyet selamat pagi ramen
2555,1.0,"Rektor IAIN Surakarta Umumkan Penerimaan Beasiswa Melalui SMS Ass.. Sore, ini Bpk Prof.H. Mudofir,S.Ag (Rektor IAIN SKT) DGN Adanya SRT Rstkdikti-IAINSKT Pd MusimCOVID-19 Perihal Penerimaan Beasiswa UKT2020 Rp.4Jt Ditujukan Kpd Yth:",rektor iain surakarta beasiswa sms ass sore bpk prof mudofir rektor iain skt srt rstkdikti-iainskt musimcovid- 19  perihal beasiswa ukt 2020   4 jt tuju kpd yth
2556,1.0,Dasar jokodok tukang tipu... tapi goblok nya kenapa ebong tetap percaya Dasar jokodok tukang tipu… tapi goblok nya kenapa ebong tetap percaya,dasar jokodok tukang tipu goblok ebong percaya dasar jokodok tukang tipu goblok ebong percaya
2557,1.0,"KERAJAAN ARAB SAUDI TETAPKAN: HRS KETURUNAN RASULULLAH SAW KE-38 Imam Besar Ummat Islam Assayyid Ad-Da’i ilallaah Al-arifbillaah Habib Muhammad Rizieq Shihab dinyatakan & ditetapkan oleh Pemerintahan Arab Saudi melalui Juru Bicara Kerajaan Raja Salman,, beliau HRS ditetapkan sebagai *Keturunan Habiballaah Rasulullah Muhammad SAW ke- 38..*",raja arab saudi hrs turun rasulullah saw ke- 38  imam ummat islam assayyid ad-da ilallaah al-arifbillaah habib muhammad rizieq shihab nyata perintah arab saudi juru raja raja salman beliau hrs turun habiballaah rasulullah muhammad saw
2558,1.0,Prof. Tokuda terseyum ketika memperlihatkan data kecurangan KPU Prof. Tokuda (84) terseyum ketika memperlihatkan data kecurangan KPU. Beliau mengatakan “Prabowoはディックを持っていません” (Prabowo wa Dikku o motte imasen) yang artinya Prabowo adalah Harimau Perkasa yang belum bangkit.,prof tokuda terseyum lihat data curang kpu prof tokuda terseyum lihat data curang kpu beliau prabowohadeitsukuwochi tsuteimasen prabowo dik motte imasen arti prabowo harimau perkasa bangkit
2559,1.0,"Ellen DeGeneres Bagi-Bagi Hadiah Valentine di Facebook I will choose people randomly on Facebook everyone who * shares * will receive gift cards, cash, and big winners can win cars & homes “Share now” don’t miss !!! We watch
Until the weekend !!! I will choose 500 lucky people. $ 50,000,000;- each only follows instructions. …",ellen degeneres hadiah valentine facebook will choose people randomly facebook everyone who shares will receive gift cards cash and big winners can win cars homes share now don miss watch until weekend will choose  500  lucky people each only follows instructions
2560,1.0,"Tangkapan Layar di Cuitan Satu lagi kebohongan @sandiuno Satu lagi kebohongan @sandiuno .

RT! Agar bangsa ini tercerahkan dan terbebas dari kemungkinan dipimpin para pendusta.",tangkap layar cuit bohong sandiuno bohong sandiuno bangsa cerah bebas pimpin dusta
2561,1.0,CARA PENYELAMATAN DIRI SAAT BERADA DIDALAM LIFT APABILA LIFT TERJUN TAK TERKENDALI CARA PENYELAMATAN DIRI SAAT BERADA DIDALAM LIFT APABILA LIFT TERJUN TAK TERKENDALI,selamat lift lift terjun kendali selamat lift lift terjun kendali
2562,1.0,Meninggal Saat Menggunakan Handphone Sambil di Cas Inalilahiwainalilhroziun.. Meninggal saat menggunakan handphone sambil di cas..,tinggal handphone cas inalilahiwainalilhroziun tinggal handphone cas
2563,1.0,"@ArieKuntung: Mengingatkan Kejadian yang Terjadi Sejak Dari Tahun 2014 Mksh ya malah udh mengingatkan kejadian yg terjadi sjk dr thn 2014, (pdhl ak kan ga nyebut taun?), please RT this jg biar viral ya 😊",ariekuntung  2014  mksh udh sjk thn  2014  pdhl nyebut taun this biar viral
2564,1.0,"TNI Akan Kawal Uztaz Bachtiar Nasir & Ketua FPI TNI Akan Kawal Uztaz Bachtiar Nasir & Ketua FPI

",tni kawal uztaz bachtiar nasir ketua fpi tni kawal uztaz bachtiar nasir ketua fpi
2565,1.0,"Jusuf Kalla Minta Jangan Beri Bunga Kepada Anies Sandi Jangan salah ya Jusuf Kalla ini salah satu pelindung Anies.
 Dia penggemar Zakir Naik.
 Kalau di film2, julukannya Musuh dalam Selimut",jusuf kalla bunga anies sandi salah jusuf kalla salah lindung anies gemar zakir film 2  juluk musuh selimut
2566,1.0,"Bagi-bagi Toyota Sienta Gratis Dalam rangka peluncuran varian terbaru Toyota, kami akan memberikan 3 buah Toyota Sienta yang akan diundi pada tanggal 30 April 2016.",toyota sienta rangka luncur varian toyota buah toyota sienta undi tanggal april  2016 
2567,1.0,"Ketua KPU Imbau Masyarakat Hormati Hasil Pemilu Walau Banyak Kecurangan Ketua KPU Imbau Masyarakat Hormati Hasil Pemillu Walau Banyak Kecurangan” yang tayang pada 31 Mei 2019, dalam gambar itu juga terdapat narasi yang berbunyi “ MANTAB!!! Satu²nya Di Dunia Ada Negara Minta Rakyatnya Hormati “Perampokan” Brutal!! #RezimKeblinger",ketua kpu imbau masyarakat hormat hasil milu curang ketua kpu imbau masyarakat hormat hasil pemillu curang tayang mei  2019  gambar narasi bunyi mantab satu 2 nya dunia negara rakyat hormat ampo brutal rezimkeblinger
2568,1.0,Foto FBI Menangkap Bill Gates Karena Terorisme Biologis FBI Arrests Bill Gates For Biological Terrorism After Tip Off From Melbourne 5G Protestors” atau yang jika diterjemahkan “FBI Menangkap Bill Gates Karena Terorisme Biologis Setelah Memberi Tip Dari Melbourne 5G Protestor,fbi tangkap bill gates terorisme biologis fbi arrests bill gates for biological terrorism after tip off from melbourne protestors terjemah fbi tangkap bill gates terorisme biologis tip melbourne protestor
2569,1.0,HANYA KADER PKI yg tidak suka dengan video mewaspadai PKI. “Ini saksi mata. Ini sebuah kesaksian. Ini fakta yg nyata. Perhatikan yg nyinyir. Perhatikan akun nya. Catat baik2. Lihat rekam jejaknya. HANYA KADER PKI yg tidak suka dengan video mewaspadai PKI.,kader pki suka video waspada pki saksi mata buah saksi fakta nyata perhati nyinyir perhati catat baik 2  lihat rekam jejak kader pki suka video waspada pki
2570,1.0,"Kerajaan Arab Saudi Menetapkan Habib Rizieq sebagai Keturunan ke-38 Rasulullah *KERAJAAN ARAB SAUDI TETAPKAN “HABIB RIZIEQ” SEBAGAI KETURUNAN KE-38 RASULULLAH*
 Imam Besar Ummat Islam _Assayyid Ad-Da’i ilallaah Al-arifbillaah_ *Habib Muhammad Rizieq Shihab* dinyatakan & ditetapkan oleh Pemerintahan Arab Saudi melalui Juru Bicara Kerajaan Raja Salman. Beliau HRS ditetapkan sebagai _Keturunan Habiballaah Rasulullah_ *Muhammad Shallallahu ‘Alaihi wa Sallam* _ke-38_. Beliau mendapat seluruh fasilitas kebutuhan kehidupan dunia untuk dipergunakan sepuasnya & dilayani oleh Kerajaan Arab Saudi (termasuk *HRS* boleh tinggal di *Saudi* sesuka keinginannya), Maa Syaa Allah. [...]",raja arab saudi habib rizieq turun ke- 38  rasulullah raja arab saudi habib rizieq turun ke- 38  rasulullah imam ummat islam assayyid ad-da ilallaah al-arifbillaah habib muhammad rizieq shihab nyata perintah arab saudi juru raja raja salman beliau hrs turun habiballaah rasulullah muhammad shallallahu alaihi sallam ke- 38  beliau fasilitas hidup dunia puas layan raja arab saudi masuk hrs tinggal saudi suka maa syaa allah
2571,1.0,"Geger Binatang di Kebun Binatang Indonesia Kurus ”Adul:”Geger Binatang di Kebun Binatang Indonesia Kurus Tdk Terurus, Ran.
Giran:”Lha Manusianya Saja Tdk Terurus. Beras, Bawang, Daging, Jagung, Cabai, Garam, Tarif Listrik, Harga Tiket, MENCEKIK, Giliran Harga Komoditi, Sawit, Karet dll NYUNGSEP”
Adul:”Hehe, Kayak Kita Jadi Kurus”",geger binatang kebun binatang indonesia kurus adul geger binatang kebun binatang indonesia kurus tdk urus ran gir lha manusia tdk urus beras bawang daging jagung cabai garam tarif listrik harga tiket cekik gilir harga komoditi sawit karet dll nyungsep adul hehe kurus
2572,1.0,"Video dan Foto Korban Tawuran di Jembatan Siak IV, Pekanbaru Ya allah kasihan, kurang kerjaan lha pulak ko kawan,,,

#korban tawuran jembatan siak lV pekanbaru",video korban tawur jembatan siak pekanbaru allah kasihan kerja lha pulak korban tawur jembatan siak pekanbaru
2573,1.0,"Bendungan Katulampa Jebol Pada 27 November 2018 Info dr pudek BMKG bogor

Katulampa jebol, Jakarta kemungkinan bisa banjir, kalau ada keluarga yang kerja di wilayah jabodetabek kabarin, diperkirakan air sampai jakarta +/- 6 jam lagi info dr temen yg di bogor barusan kira2 sejam yg lalu… jadi untuk malam ini klo bisa balik ke rumah jangan terlalu malam.. perkiraan 6 jam air sampai jakarta",bendung katulampa jebol november  2018  pudek bmkg bogor katulampa jebol jakarta banjir keluarga kerja wilayah jabodetabek kabarin air jakarta jam bogor barusan kira 2  jam malam klo rumah malam jam air jakarta
2574,1.0,Nasi Kotak Plus 2 Ayam dan Rendang “Nasi Kotak Plus 2 Ayam dan Rendang mungkin bisa nambah gairah PANASBUNG CEBI …! hua hua hua ha ha ha”.,nasi kotak plus ayam rendang nasi kotak plus ayam rendang nambah gairah panasbung cebi hua hua hua
2575,1.0,REZIM KODOK ini benar2 anti islam Pelarangan sholat di sekolah dan pelarangan pemakaian baju sekolah muslim ke sekolah..,rezim kodok benar 2  anti islam larang sholat sekolah larang baju sekolah muslim sekolah
2576,1.0,"Bank BCA Bisa Bantu Nasabah Yang Kena Tipu Belanja Online Terkait penipuan online ini, beredar informasi yang menyebutkan jika perbankan bisa mengatasi penipuan tersebut, menangkap sang pelaku dan mengembalikan uang nasabah.",bank bca bantu nasabah kena tipu belanja online kait tipu online edar informasi perban tipu tangkap laku uang nasabah
2577,1.0,Kerja Sama NU dan Israel Naudzubillaahi Min Dzalik’ …. Di Saat Darah Saudara Kita Tertumpah Di #Palestina,kerja israel naudzubillaahi min dzalik darah saudara tumpah palestina
2578,1.0,PENEMUAN BOM DI KOTA MALANG Ada 6 bom dietmukan di graha kencana karanglo malang,temu bom kota malang bom dietmukan graha kencana karanglo malang
2579,1.0,"Ketik @  Tanpa Spasi Artinya Akun Aman Bagaimana Cara Mengetahui Akun ANDA tidak di Hacked?
 
 Caranya sederhana, pada kolom komentar dibawah silahkan ketik: @ [ 4 : 0 ] tanpa spasi. Dan jika keluar tulisan “Mark Zuckerberg”
 (nama si pencipta facebook) artinya akun kita aman-aman saja. Jika tidak muncul artinya kita perlu mengatur ulang setting-an keamanan akun kita.
 
 Silakan mencoba…
 Alhamdulillah akun saya aman
 
 Jika akun anda tidak aman ganti pasword dengan gabungan yang agak rumit agar orang membukanya juga susah.",ketik spasi arti aman hacked sederhana kolom komentar silah ketik spasi mark zuckerberg nama cipta facebook arti aman muncul arti atur setting-an aman sila aman aman pasword gabung rumit buka
2580,1.0,"FASILITAS RUANG TAHANAN AHOK BAK BINTANG LIMA Sel Tahanan Ahok di mako brimob dilengkapi AC,TV,LCD,kamar bintang 5
 Akun atas nama faizal muhammad mengklaim foto yang didapatkan dari orang dalam dengan candid camera
 Foto 2 dan foto 3
 Mungkin juga gambar serupa disebar juga oleh akun akun lain dan bertebaran dilini masa anda",fasilitas ruang tahan ahok bak sel tahan ahok mako brimob lengkap lcd kamar nama faizal muhammad klaim candid camera gambar rupa sebar tebar lini
2581,1.0,"Foto Tangkapan Layar Berita Munarman Dengan Narasi Provokatif Makhluk kayak begini ini yang mengotori Indonesia, Islam dan kaum Muslim. Kalau kalah ngamuk bawa-bawa pedang dan panci. Seenak wudelnya sendiri. Dikit-dikit main teror. Dikit-dikit bawa nama Islam. Dikit-dikit mengatasnamakan umat Islam. Umat Islam lambemu ndower Mat.",tangkap layar berita munarman narasi provokatif makhluk kotor indonesia islam kaum muslim kalah ngamuk bawa pedang panci wudelnya dikit main teror dikit bawa nama islam dikit mengatasnamakan umat islam umat islam lambe ndower mat
2582,1.0,Video Narasi Disertai Potongan Foto Ahli Sosiologi Selo Soemardjan di Video Berjudul RAMALAN AKHIR KASUS AHOK.... Video Narasi Disertai Potongan Foto Ahli Sosiologi Selo Soemardjan di Video Berjudul ‘RAMALAN AKHIR KASUS AHOK….’,video narasi potong ahli sosiologi selo soemardjan video judul ramal ahok video narasi potong ahli sosiologi selo soemardjan video judul ramal ahok
2583,1.0,SURAT TERBUKA DARI PEWARTA INDONESIA Surat terbuka untuk Eko Prasetia,surat buka warta indonesia surat buka eko prasetia
2584,1.0,"Ahok Mengucapkan Dua Kalimat Syahadat, Ketua FPI Pun Meneteskan Air Matanya Subhanallah,,, Akhirnya Ahok Mngucapkan Dua Kalimat Syahadat. Ketua FPI Pun Meneteskan Airmatanya",ahok kalimat syahadat ketua fpi tetes air mata subhanallah ahok mngucapkan kalimat syahadat ketua fpi tetes airmatanya
2585,1.0,"Pembicaraan Aa Gym dengan Panglima TNI, Jendral Gatot Nurmantyo Obrolan Aa Gym Dengan Panglima TNI Gatot Nurmantyo Sesaat Sebelum ILC",gym panglima tni jendral gatot nurmantyo obrol gym panglima tni gatot nurmantyo ilc
2586,1.0,Penambahan Peserta SKB CPNS 2020 Kemendes PDTT Penambahan Peserta SKB CPNS 2020 Kemendes PDTT,skb cpns  2020  kemendes pdtt skb cpns  2020  kemendes pdtt
2587,1.0,Video Bahagianya Sniper TNI saat target masuk dan kena pesawat Israel ancur di udara BAHAGIANYA SNIPER TNI SAAT TARGET MASUK DAN KENA PESAWAT ISRAEL ANCUR DI UDARA. #BravoTNIPenjagaKedaulatanNegara,video bahagia sniper tni target masuk kena pesawat israel ancur udara bahagia sniper tni target masuk kena pesawat israel ancur udara bravotnipenjagakedaulatannegara
2588,1.0,"Polisi: Chat WA Berisi Anggota Polda Metro Jaya Hina TNI Hoaks Biarkan kepolisian jaya dan memegang kendali agar TNI tidak songong lagi, biar lemah muak dengan TNI.",polisi chat isi anggota polda metro jaya hina tni hoaks biar polisi jaya pegang kendali tni songong biar lemah muak tni
2589,1.0,"PKS : 1 MARET HARI POLIGAMI NASIONAL Pagi2 nemu begini kok jijik ya. Poligami ya sana poligami. Ga usah sok bener, pamer n bangga. Ini seriusan dr PKS ?! Beneran didukung prab ? 100ribu cm dapet cabe bawang aja laki-bini kelahi. Mau sekalian program kelahi nasional ?!",pks maret poligami nasional pagi 2  nemu jijik poligami poligami sok bener pamer bangga serius pks beneran dukung prab  100 ribu dapet cabe bawang laki-bini kelahi program kelahi nasional
2590,1.0,Ini buktinya Prabowo bersama cucu PKI Ini buktinya Prabowo bersama cucu PKI,bukti prabowo cucu pki bukti prabowo cucu pki
2591,1.0,SURAT PEMANGGILAN KAPOLRI JENDERAL TITO KARNAVIAN OLEH KPK (Surat pemanggilan yang seolah dibuat oleh Komisi Pemberantasan Korupsi. Narasi yang terdapat dalam surat bisa dilihat pada gambar yang sudah diunggah.),surat panggil kapolri jenderal tito karnavian kpk surat panggil olah komisi berantas korupsi narasi surat lihat gambar unggah
2592,1.0,Dermaga Bemata Dajjal Hancur Diterpa Gempa Serta Tsunami di Palu dan Donggala Tanpa kita sadari ternyata di sulawesi barat (Palu) telah dibangun dermaga pantai bermata Dajjal…,dermaga bata dajjal hancur terpa gempa tsunami palu donggala sadar nyata sulawesi barat palu bangun dermaga pantai mata dajjal
2593,1.0,: Jembatan Widang Babat di Tuban yang Menjadi Program Infrastruktur Jokowi Ambruk INIKAH INFRASTRUKTUR YG KEJAR TAYANG BUAT 2019 JEMBATAN WEDANG TUBAN JATIM AMBRUK HARI INI..MASIH YAKIN 2019 DI PILIH,jembatan widang babat tuban program infrastruktur jokowi ambruk infrastruktur kejar tayang  2019  jembatan wedang tuban jatim ambruk  2019  pilih
2594,1.0,"Jokowi Siapkan Perpres Demi Permudah Tenaga Kerja Asing JOKOWI SIAPKAN PERPRES DEMI PERMUDAH TENAGA KERJA ASING
 ***Padahal di Indonesia sangat bayak pengangguran!! Mana JANJI menciptakan 10 juta lapangan kerja..??!!
 #PresidenBaru2019🇲🇨✌
 Presiden Jokowi sebelumnya meminta agar izin bagi TKA yang hendak masuk ke Indonesia dipermudah.
 https://nasional.kompas.com/read/2018/03/06/21473501/jokowi-siapkan-perpres-demi-permudah-tenaga-kerja-asing",jokowi pres mudah tenaga kerja asing jokowi pres mudah tenaga kerja asing indonesia bayak anggur janji cipta juta lapang kerja presidenbaru 2019  presiden jokowi izin tka masuk indonesia mudah nasional kompas com read  2018   21473501  jokowi-siapkan-perpres-demi-permudah-tenaga-kerja-asing
2595,1.0,"Lucifer Church Colombia RUMAH IBADAH PENYEMBAH IBLIS LUCIFER TELAH DI BUKA DI COLOMBIA
 PERTANDA KIAMAT SUDAH DEKAT DAN DAJJAL AKAN MUNCUL",lucifer church colombia rumah ibadah sembah iblis lucifer buka colombia tanda kiamat dajjal muncul
2596,1.0,"Kepolisian Republik Indonesia Memberikan Tips Cara Blokir Nomor HP SMS Penipuan Kepolisian Republik Indonesia Memberikan Tips Cara Blokir Nomor HP SMS Penipuan
Sebarkan ya…
…Biar Penipunya pada kapok
Sering kali kita mendapat SMS penipuan yg menyatakan:
-Anda menjadi pemenang kuis
-Segera transfer ke ATM terdekat
-Papa/Mama kok belum pulang
-SMS yg pura2 nyasar ttg transfer uang
-Mama minta pulsa
-Anak kecelakaan
-Agen pulsa super murah... ",polisi republik indonesia tips blokir nomor sms tipu polisi republik indonesia tips blokir nomor sms tipu sebar biar tipu kapok sms tipu nyata menang kuis transfer atm papa mama pulang sms pura 2  nyasar ttg transfer uang mama pulsa anak celaka agen pulsa super murah
2597,1.0,Muslim Indonesia di Amerika Mendukung Aksi Damai 212 Muslim Indonesia di Amerika Mendukung Aksi Damai 212,muslim indonesia amerika dukung aksi damai  212  muslim indonesia amerika dukung aksi damai  212 
2598,1.0,Foto Ribuan Demonstran Berkumpul di Istiqlal Foto Ribuan Demonstran Berkumpul di Istiqlal,demonstran kumpul istiqlal demonstran kumpul istiqlal
2599,1.0,Pejabat Pemkot Parepare Injak Sajadah Pakai Sepatu Oknum pejabat sekarang injak injak sejadah dengan sepatu dari rakyat..luar biasa.#edisiramadhanpenuhberkah#,jabat pemkot parepare injak sajadah sepatu oknum jabat injak injak jadah sepatu rakyat edisiramadhanpenuhberkah
2600,1.0,"Foto pahlawan perang era 11, dengan teknik ngibul 1 negara musuh dengan janji manisnya Potret foto pahlawan perang era 11, dengan teknik ngibul 1 negara musuh dengan janji manisnya",pahlawan perang era teknik ngibul negara musuh janji manis potret pahlawan perang era teknik ngibul negara musuh janji manis
2601,1.0,Prediksi Simpson lain yang menjadi kenyataan!! #MerekaTahu “-prediksi Simpson lain yang menjadi enyataan!! #MerekaTahu,prediksi simpson nyata merekatahu prediksi simpson enyataan merekatahu
2602,1.0,"Ditemukan di pusat perbelanjaan di Palembang, Sumatera Selatan  Ditemukan di pusat perbelanjaan di Palembang, Sumatera Selatan. Check it out..! ( Palembang Indah Mall )",temu pusat belanja palembang sumatera selatan temu pusat belanja palembang sumatera selatan check out palembang indah mall
